"ООО КОЛЬСКАЯ ВЕРФЬ";;;;;;;"Стр. 1";;
;;;;;;

"за период с 01.12.2015 00:00:00  по  31.12.2015 23:59:59";;;;;;;;;;
;;;;;;
"Детализация оказанных услуг по Абонентскому номеру  +79113083788";;;;;;;;;;;;;

"Дата";;;"Время";;"Абонентский номер,адрес электроннойпочты, точкадоступа";"Прод/Объем";;"Единицатарификации(мин, сек, шт,Kb, Mb)";"Вид услуги";"Место вызова";"Стоимость (сНДС),  руб.";;
"07.12.15";;;"19:01:44";;"79154445444";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"07.12.15";;;"19:01:45";;"79154445444";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"07.12.15";;;"19:02:04";;"79154445444";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"07.12.15";;;"19:02:04";;"79154445444";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"07.12.15";;;"19:02:05";;"79154445444";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"07.12.15";;;"19:02:18";;"79154445444";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"07.12.15";;;"19:02:18";;"79154445444";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"07.12.15";;;"19:02:19";;"79154445444";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"07.12.15";;;"19:03:57";;"79154445444";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"07.12.15";;;"19:03:57";;"79154445444";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"07.12.15";;;"19:03:58";;"79154445444";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"07.12.15";;;"19:04:02";;"79154445444";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"07.12.15";;;"19:04:14";;"79154445444";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"07.12.15";;;"19:06:20";;"79154445444";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"07.12.15";;;"19:06:21";;"79154445444";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"07.12.15";;;"19:06:22";;"79154445444";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"07.12.15";;;"19:06:42";;"INTERNET";"2590";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"0.00";;
"07.12.15";;;"19:07:06";;"INTERNET";"20956";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"0.67";;
"07.12.15";;;"19:10:05";;"ptcp=000010000";"104857600";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"272.65";;
"07.12.15";;;"19:14:04";;"ptcp=000010000";"104857600";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"272.65";;

"Место вызова - местонахождение абонента  при пользовании услугой ";;;;;;;;;;
"ООО КОЛЬСКАЯ ВЕРФЬ";;;;;;;"Стр. 149";;
;;;;;;

"за период с 01.12.2015 00:00:00  по  31.12.2015 23:59:59";;;;;;;;;;
;;;;;;
"Детализация оказанных услуг по Абонентскому номеру  +79212885901";;;;;;;;;;;;;
"Дата";;;"Время";;"Абонентский номер,адрес электроннойпочты, точкадоступа";"Прод/Объем";;"Единицатарификации(мин, сек, шт,Kb, Mb)";"Вид услуги";"Место вызова";"Стоимость (сНДС),  руб.";;
"07.12.15";;;"19:18:14";;"ptcp=000010000";"104857600";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"272.65";;
"07.12.15";;;"19:22:16";;"ptcp=000010000";"104857600";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"272.65";;
"07.12.15";;;"19:26:20";;"ptcp=000010000";"104857600";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"272.65";;
"07.12.15";;;"19:32:21";;"ptcp=000010000";"104857600";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"272.65";;
"07.12.15";;;"19:35:59";;"ptcp=000010000";"104857600";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"272.65";;
"07.12.15";;;"19:40:10";;"ptcp=000010000";"104857600";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"272.65";;
"07.12.15";;;"19:44:17";;"ptcp=000010000";"104857600";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"272.65";;
"07.12.15";;;"19:48:46";;"ptcp=000010000";"104857600";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"272.65";;
"07.12.15";;;"19:52:47";;"ptcp=000010000";"104857600";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"272.65";;
"07.12.15";;;"20:03:40";;"ptcp=000010000";"104857600";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"272.65";;
"07.12.15";;;"20:07:06";;"INTERNET";"5320";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"0.67";;
"07.12.15";;;"20:07:38";;"ptcp=000010000";"104857600";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"272.65";;
"07.12.15";;;"20:11:52";;"ptcp=000010000";"104857600";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"272.65";;
"07.12.15";;;"20:16:19";;"ptcp=000010000";"104857600";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"272.65";;
"07.12.15";;;"20:20:33";;"ptcp=000010000";"104857600";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"272.65";;
"07.12.15";;;"20:22:44";;"79219697096";"673";;"Секунда";"Входящая связь";"Столичный фил. ПАО""МегаФон""";"0.00";;
"07.12.15";;;"20:34:40";;"79219697096";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"07.12.15";;;"20:35:48";;"ptcp=000010000";"104857600";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"272.65";;
"07.12.15";;;"20:43:00";;"ptcp=000010000";"104857600";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"272.65";;
"07.12.15";;;"20:46:28";;"ptcp=000010000";"104857600";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"272.65";;
"07.12.15";;;"20:50:42";;"ptcp=000010000";"104857600";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"272.65";;
"07.12.15";;;"20:54:49";;"ptcp=000010000";"104857600";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"272.65";;
"07.12.15";;;"20:58:51";;"ptcp=000010000";"104857600";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"272.65";;
"07.12.15";;;"21:02:40";;"ptcp=000010000";"104857600";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"272.65";;
"07.12.15";;;"21:07:06";;"INTERNET";"2663";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"0.67";;
"07.12.15";;;"21:13:59";;"ptcp=000010000";"104857600";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"272.65";;
"07.12.15";;;"21:18:10";;"ptcp=000010000";"104857600";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"272.65";;
"07.12.15";;;"21:22:13";;"ptcp=000010000";"104857600";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"272.65";;
"07.12.15";;;"21:26:21";;"ptcp=000010000";"104857600";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"272.65";;
"07.12.15";;;"21:30:31";;"ptcp=000010000";"104857600";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"272.65";;
"07.12.15";;;"21:34:48";;"ptcp=000010000";"104857600";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"272.65";;

"Место вызова - местонахождение абонента  при пользовании услугой ";;;;;;;;;;
"ООО КОЛЬСКАЯ ВЕРФЬ";;;;;;;"Стр. 150";;
;;;;;;

"за период с 01.12.2015 00:00:00  по  31.12.2015 23:59:59";;;;;;;;;;
;;;;;;
"Детализация оказанных услуг по Абонентскому номеру  +79212885901";;;;;;;;;;;;;
"Дата";;;"Время";;"Абонентский номер,адрес электроннойпочты, точкадоступа";"Прод/Объем";;"Единицатарификации(мин, сек, шт,Kb, Mb)";"Вид услуги";"Место вызова";"Стоимость (сНДС),  руб.";;
"07.12.15";;;"22:03:27";;"79255562570";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"07.12.15";;;"22:03:33";;"79255562570";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"07.12.15";;;"22:05:01";;"79255562570";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"07.12.15";;;"22:05:02";;"79255562570";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"07.12.15";;;"22:06:48";;"ptcp=000010000";"60360017";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"156.94";;
"07.12.15";;;"22:07:20";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"07.12.15";;;"22:12:32";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"07.12.15";;;"22:12:38";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"07.12.15";;;"22:13:28";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"07.12.15";;;"22:17:49";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"07.12.15";;;"22:18:27";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"21:13:49";;"ptcp=000010000";"2770219";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"7.32";;
"24.12.15";;;"21:15:13";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"21:37:46";;"79104930676";"29";;"Секунда";"Исходящая связь";"Столичный фил. ПАО""МегаФон""";"0.00";;
"24.12.15";;;"21:39:50";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"21:39:51";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"22:01:05";;"79262000109";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"24.12.15";;;"22:13:50";;"ptcp=000010000";"12977722";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"33.92";;
"24.12.15";;;"22:13:54";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"24.12.15";;;"22:14:47";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"22:14:47";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"22:20:02";;"79104930676";"24";;"Секунда";"Исходящая связь";"Столичный фил. ПАО""МегаФон""";"0.00";;
"24.12.15";;;"22:28:56";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"24.12.15";;;"22:29:01";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"24.12.15";;;"22:29:55";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"22:37:51";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"24.12.15";;;"22:37:54";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"24.12.15";;;"22:39:11";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"22:39:12";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"22:43:08";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"24.12.15";;;"22:44:47";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;

"Место вызова - местонахождение абонента  при пользовании услугой ";;;;;;;;;;
"ООО КОЛЬСКАЯ ВЕРФЬ";;;;;;;"Стр. 151";;
;;;;;;

"за период с 01.12.2015 00:00:00  по  31.12.2015 23:59:59";;;;;;;;;;
;;;;;;
"Детализация оказанных услуг по Абонентскому номеру  +79212885901";;;;;;;;;;;;;
"Дата";;;"Время";;"Абонентский номер,адрес электроннойпочты, точкадоступа";"Прод/Объем";;"Единицатарификации(мин, сек, шт,Kb, Mb)";"Вид услуги";"Место вызова";"Стоимость (сНДС),  руб.";;
"24.12.15";;;"22:44:48";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"22:52:51";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"22:53:37";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"22:53:37";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"22:58:31";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"24.12.15";;;"22:58:32";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"24.12.15";;;"22:58:33";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"24.12.15";;;"22:59:32";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"23:04:16";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"24.12.15";;;"23:04:24";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"24.12.15";;;"23:04:27";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"24.12.15";;;"23:05:07";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"23:07:52";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"24.12.15";;;"23:08:46";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"23:09:22";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"23:12:39";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"24.12.15";;;"23:12:44";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"24.12.15";;;"23:13:38";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"23:13:50";;"ptcp=000010000";"1747100";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"4.66";;
"24.12.15";;;"23:13:53";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"23:18:45";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"24.12.15";;;"23:18:49";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"24.12.15";;;"23:20:18";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"23:20:35";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"23:20:44";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"23:21:43";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"23:25:05";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"24.12.15";;;"23:25:46";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"23:26:13";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"23:30:23";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"24.12.15";;;"23:31:04";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;

"Место вызова - местонахождение абонента  при пользовании услугой ";;;;;;;;;;
"ООО КОЛЬСКАЯ ВЕРФЬ";;;;;;;"Стр. 152";;
;;;;;;

"за период с 01.12.2015 00:00:00  по  31.12.2015 23:59:59";;;;;;;;;;
;;;;;;
"Детализация оказанных услуг по Абонентскому номеру  +79212885901";;;;;;;;;;;;;
"Дата";;;"Время";;"Абонентский номер,адрес электроннойпочты, точкадоступа";"Прод/Объем";;"Единицатарификации(мин, сек, шт,Kb, Mb)";"Вид услуги";"Место вызова";"Стоимость (сНДС),  руб.";;
"24.12.15";;;"23:34:32";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"23:35:16";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"23:35:17";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"23:37:59";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"24.12.15";;;"23:38:06";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"24.12.15";;;"23:45:10";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"23:45:11";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"23:45:12";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"23:45:13";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"23:50:35";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"24.12.15";;;"23:50:40";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"24.12.15";;;"23:53:03";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"23:53:04";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"23:53:52";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"24.12.15";;;"23:57:54";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"24.12.15";;;"23:58:01";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"25.12.15";;;"00:01:35";;"ptcp=000010000";"51237150";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"133.67";;
"25.12.15";;;"00:01:51";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"25.12.15";;;"00:03:06";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"25.12.15";;;"00:04:57";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"25.12.15";;;"00:05:17";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"25.12.15";;;"00:06:10";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"25.12.15";;;"00:08:53";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"25.12.15";;;"00:08:54";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"25.12.15";;;"00:08:55";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"25.12.15";;;"00:08:55";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"25.12.15";;;"00:08:56";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"25.12.15";;;"00:09:24";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"25.12.15";;;"00:09:25";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"25.12.15";;;"00:10:41";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"25.12.15";;;"00:10:42";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;

"Место вызова - местонахождение абонента  при пользовании услугой ";;;;;;;;;;
"ООО КОЛЬСКАЯ ВЕРФЬ";;;;;;;"Стр. 153";;
;;;;;;

"за период с 01.12.2015 00:00:00  по  31.12.2015 23:59:59";;;;;;;;;;
;;;;;;
"Детализация оказанных услуг по Абонентскому номеру  +79212885901";;;;;;;;;;;;;
"Дата";;;"Время";;"Абонентский номер,адрес электроннойпочты, точкадоступа";"Прод/Объем";;"Единицатарификации(мин, сек, шт,Kb, Mb)";"Вид услуги";"Место вызова";"Стоимость (сНДС),  руб.";;
"25.12.15";;;"00:11:13";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"25.12.15";;;"00:11:13";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"25.12.15";;;"00:18:15";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"25.12.15";;;"00:18:21";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"25.12.15";;;"00:19:32";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"25.12.15";;;"00:19:49";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"25.12.15";;;"00:23:39";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"25.12.15";;;"00:24:11";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"25.12.15";;;"00:25:14";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"25.12.15";;;"00:25:15";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"25.12.15";;;"00:28:54";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"25.12.15";;;"00:29:40";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"25.12.15";;;"00:30:30";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"25.12.15";;;"00:30:31";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"25.12.15";;;"00:34:09";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"25.12.15";;;"00:34:15";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"25.12.15";;;"00:34:41";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"25.12.15";;;"00:35:01";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"25.12.15";;;"00:35:18";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"25.12.15";;;"00:42:24";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"25.12.15";;;"00:42:30";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"25.12.15";;;"00:42:50";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"25.12.15";;;"00:45:27";;"INTERNET";"4317";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"0.67";;
"25.12.15";;;"00:56:40";;"79212885908";"1";;"Штука";"Входящие";"Столичный фил. ПАО""МегаФон""";"0.00";;
"25.12.15";;;"00:58:13";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"25.12.15";;;"00:58:14";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"25.12.15";;;"00:59:13";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"25.12.15";;;"00:59:48";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"25.12.15";;;"01:00:46";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"25.12.15";;;"01:00:47";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
"25.12.15";;;"01:01:35";;"ptcp=000010000";"413453";;"Байт";"Пакетная передачаданных";"Столичный фил. ПАО""МегаФон""";"1.33";;

"Место вызова - местонахождение абонента  при пользовании услугой ";;;;;;;;;;
"ООО КОЛЬСКАЯ ВЕРФЬ";;;;;;;"Стр. 154";;
;;;;;;

"за период с 01.12.2015 00:00:00  по  31.12.2015 23:59:59";;;;;;;;;;
;;;;;;
"Детализация оказанных услуг по Абонентскому номеру  +79212885901";;;;;;;;;;;;;
"Дата";;;"Время";;"Абонентский номер,адрес электроннойпочты, точкадоступа";"Прод/Объем";;"Единицатарификации(мин, сек, шт,Kb, Mb)";"Вид услуги";"Место вызова";"Стоимость (сНДС),  руб.";;
"25.12.15";;;"01:02:40";;"79212885908";"1";;"Штука";"Исходящие";"Столичный фил. ПАО""МегаФон""";"0.50";;
